reg_no,length,owner_uuid
UP21BN3802,32 Ft XXL,805980026
MP09HJ7955,32 Ft XXL,1.27493E+18
AS01NC7326,32 Ft XXL,2791051512
HR68C0189,32 Ft XL,2006628039
MH20DE3029,32 Ft XXL,1.27619E+18
NL01AD5160,32 Ft XL,1.27493E+18
JH12F7333,32 Ft XXL,30159769
RJ27GE0477,32 Ft XXL,744933130
RJ52GA6412,32 Ft XXL,1.30222E+18
PB11CB8054,32 Ft XXL,3897926231
HR47D2771,32 Ft XXL,1.29422E+18
HR38S3310,32 Ft XL,856211950
HR38X7908,32 Ft XL,1.27493E+18
PB13BF7209,32 Ft XL,1.27493E+18
TN19F9175,32 Ft XXL,1.27493E+18
NL01AE5794,32 Ft XL,1763251974
KA51AG4879,22 Ft XL,3299064985
MH04HY9518,32 Ft XL,2601101007
RJ18GB4896,32 Ft XXL,1.33805E+18
MH04HY7399,32 Ft XXL,1.39572E+18
TN56K2691,32 Ft XXL,1.27493E+18
NL01AF1049,32 Ft XL,1.27493E+18
TN42AD5312,22 Ft XL,1331436605
HR55S3187,32 Ft XXL,782744564
AS01NC3574,32 Ft XXL,2791051512
RJ32GC0754,32 Ft XXL,1185687987
RJ52GA6037,30 Ft DXL Ft DXL,3836262919
HR38AB4659,32 Ft XL,4282519870
NL01AF2180,32 Ft XL,1763251974
KA51D2604,32 Ft XXL,902512755
HR55AD5714,32 Ft XXXL,3234395569
TN28BK8060,32 Ft XXL,3371621428
NL01Q4047,32 Ft XL,548066073
NL01AD5885,32 Ft XXL,2801201800
MH12RN6566,32 Ft XL,3836291689
MH04JK7793,32 Ft XL,1763251974
KA01AJ0684,32 Ft XXL,1.35515E+18
WB11E0153,32 Ft XXL,3876917080
HR61C5760,32 Ft XL,514621679
NL01AF2546,32 Ft XL,1763251974
HR55Y9235,32 Ft XXL,267942975
TN11P2819,32 Ft XXL,1308237041
HR38Y7888,32 Ft XL,723912061
HR55W2268,32 Ft XL,3988371116
HR55U7510,32 Ft XL,252759900
PB13AR8176,32 Ft XXL,1.27493E+18
NL01AF1063,32 Ft XL,1.27493E+18
TN24AX8445,22 Ft XL,3619189711
MH04KU5064,22 Ft XL,2301776313
HR38X2440,32 Ft XL,17667683
MH04JK8927,32 Ft XL,1763251974
HR55AK0401,22 Ft XL,2706674311
GJ12BY6613,32 Ft XXXL,1608917745
GJ06YY6980,32 Ft XL,1.30881E+18
NL01K8551,32 Ft XXL,1.41376E+18
HR63C0799,32 Ft XL,1689692328
HR55W2721,32 Ft XL,1317484428
RJ14GJ7553,32 Ft XXL,1.30839E+18
KA52A9943,32 Ft XL,2552905578
MP09HH8265,32 Ft XXL,1.27493E+18
TN04AH0253,32 Ft XXL,1.27493E+18
HR38W6867,22 Ft XL,1.28552E+18
NL01AD9954,32 Ft XL,1763251974
NL01AE3861,32 Ft XL,881402851
PB13AW5070,32 Ft XXL,1.27493E+18
HR55AB2229,32 Ft XL,4141203250
HR55AL1746,22 Ft XL,545764211
WB173973,32 Ft XXL,1222866963
GJ06BT0107,32 Ft XL,1480577583
HR55AK6174,32 Ft XL,4141203250
NL01D5107,32 Ft XL,1.27493E+18
HR55U0716,32 Ft XL,4244867269
RJ32GC1907,32 Ft XL,1185687987
PB10HM9654,32 Ft XXL,3897926231
HR55AK7227,32 Ft XL,4141203250
RJ09GB9198,32 Ft XXL,1.30222E+18
TN57BH9106,32 Ft XXL,1.30479E+18
RJ49GA1666,32 Ft XXL,779853357
HR55AP7805,22 Ft XL,1064324287
UP22AT4377,32 Ft XL,3767671585
TN32AR6838,22 Ft XL,2482719549
TN39BV8413,32 Ft XXL,3074833442
HR55AC6048,32 Ft XXL,1.27493E+18
HR55AC5265,32 Ft XXL,1.27493E+18
NL01AD5168,32 Ft XL,1.27493E+18
HR46F2219,32 Ft XL,3888426839
TN39CK6194,32 Ft XXL,1271043962
AS01NC7564,32 Ft XL,2791051512
MH04KF7403,32 Ft XL,1.3653E+18
UK06CB4792,22 Ft XL,2832354275
PB13AW6950,32 Ft XXL,1.27493E+18
HR38V8610,32 Ft XL,4282519870
NL01AE5469,32 Ft XL,1763251974
GJ23AT3111,32 Ft XL,1.27493E+18
NL01AA0278,32 Ft XXL,1.33853E+18
TN81C4785,22 Ft XL,513053369
UP24T9103,32 Ft XXL,1.27493E+18
TN37CH9952,20 Ft XL,2035918744
HR38W1321,32 Ft XL,1244718829
NL01AE0894,32 Ft XXL,1.27493E+18
TN56K2698,32 Ft XXL,1.27493E+18
PB13AW9722,22 Ft XL,1424649683
HR74B9008,32 Ft XL,3592248843
NL01L6348,32 Ft XXL,1.33805E+18
HR55AC3191,32 Ft XXL,1.34095E+18
KA01C4426,22 Ft XL,4181542896
RJ11GB9511,32 Ft XXL,1682706600
MH14HG3723,32 Ft XXL,1.27608E+18
TN39CT5707,20 Ft XL Ft XL,310681829
HR55AM9634,32 Ft XXL,973464340
TS07UG2652,32 Ft XXL,1.27493E+18
UP21BN9392,32 Ft XXL,3612578212
NL01AE7988,32 Ft XXL,1.37502E+18
TN42S1379,32 Ft XXL,1359097865
AS01NC7562,32 Ft XL,2791051512
DD01A9830,32 Ft XL,3033185868
NL01AB2651,32 Ft XL,960632885
TN39CS6495,32 Ft XXL,1271043962
TN34MB4813,32 Ft XXL,3590451473
NL01Q1826,32 Ft XXL,4112769211
NL01N6206,32 Ft XL,514621679
TS08UH0362,32 Ft XXL,1.28373E+18
NL01AC3815,32 Ft XXL,1.33853E+18
GJ12BW3017,32 Ft XXXL,1913884508
HR69D7230,22 Ft XL,1334434825
TS07UE9901,32 Ft XXL,1.27493E+18
TS07UE7803,32 Ft XXL,1.27493E+18
UP21BN2312,32 Ft XXL,2041806452
MH40AK3245,22 Ft XL,158774077
MH12SX2117,22 Ft XL,1.36562E+18
HR55AA3736,32 Ft XXL,2148477730
TS07UG4925,32 Ft XXL,1.27493E+18
HR47E7537,32 Ft XL,2893806302
MH04KF9706,24 Ft XXL,2901330213
MH46BB0717,32 Ft XL,1.27493E+18
MH40CD1858,32 Ft XL,2962862464
AS01JC3316,32 Ft XXL,1.35515E+18
TN34AA2271,32 Ft XXL,1.28693E+18
RJ11GC9313,32 Ft XXL,1.33805E+18
RJ32GC4491,32 Ft XXL,1.2898E+18
HR55AH6417,22 Ft XL,1.27493E+18
PB13AW9742,32 Ft XXL,1.27642E+18
TN56K2687,32 Ft XXL,1.27493E+18
HR68B9682,32 Ft XL,2838899538
NL01AF7743,32 Ft XL,2005079660
MH12KP0951,32 Ft XXL,1.27619E+18
TN54M9699,32 Ft XXL,1.29034E+18
KA01AB5488,32 Ft XXL,1930959888
UP16HT4312,32 Ft XXL,1419996312
TN54U2627,22 Ft XL,3684270484
UP23T6732,32 Ft XL,872244056
TS08UH8015,32 Ft XXL,1.28373E+18
HR38Y5259,32 Ft XL,1.29032E+18
NL01AE3513,32 Ft XXL,3155762556
UK06CB4954,22 Ft XL,238797794
RJ40GA2940,32 Ft XXL,353059615
HR55AB7206,32 Ft XL,1457082096
MH43Y8982,32 Ft XL,1.27493E+18
TN12Q6734,32 Ft XXL,1844041512
HR46F9264,32 Ft XL,4220346851
RJ32GC4322,32 Ft XL,3053163127
MH20DE3024,32 Ft XXL,1.27493E+18
TN56K2692,32 Ft XL,1.27493E+18
NL01N3977,32 Ft XL,1.27493E+18
KA52D0897,32 Ft XL,1957196680
NL01AF1057,32 Ft XL,1.27493E+18
RJ05GA2976,32 Ft XXL,2923137343
HR38AC4626,32 Ft XL,2770325237
CH01TB4898,32 Ft XL,2838899538
UP25CT2504,24 Ft XXL,1763149793
TN56S7074,32 Ft XL,1579908675
CH01TB7104,32 Ft XL,2838899538
KA01AM0268,32 Ft XL,2414500087
HR46F1513,32 Ft XXL,632092464
TN28BE6475,22 Ft XL,1194432177
HR56B6296,24 Ft XXL,3207924961
MP09HH3362,32 Ft XXL,1.27493E+18
TN39CP9141,32 Ft XXL,1271043962
TN39CB2404,22 Ft XL,1348752675
KA51AG5652,22 Ft XL,1861644730
NL01AE2518,32 Ft XL,1.27493E+18
UP42BT9258,22 Ft XL,2919589519
HR38W5168,32 Ft XXL,1.27493E+18
UP78FT0412,32 Ft XXL,1.27493E+18
UP84AT5641,32 Ft XL Ft XL,894587152
MH14GU9318,22 Ft XL,1.27493E+18
GJ18AZ7317,32 Ft XL,3805031758
HR55AE1571,32 Ft XXL,3234395569
HR55Y9657,32 Ft XXL,1.29134E+18
TN39CQ5636,32 Ft XXL,1271043962
HR68B1307,32 Ft XL,2838899538
RJ07GC6792,32 Ft XXL,1863702984
TN21BP7767,22 Ft XL,2181420599
TG12T1831,32 Ft XXL Ft XXL,1981757587
HR65A7184,32 Ft XXL,2451253805
MH04HS1463,32 Ft XXL,1.39572E+18
HR55AK5353,32 Ft XL,4141203250
HR38Y5587,32 Ft XL,1.27493E+18
TS07UN4009,32 Ft XXL Ft XXL,3829683448
UK06CB6489,32 Ft XXL,1.3758E+18
HR55AF5941,32 Ft XXL,267942975
MH47Y6089,32 Ft XXL,1.27493E+18
UP23T1748,32 Ft XXL,1587640701
TN34AC3319,32 Ft XXL,810004109
UP23T8474,32 Ft XXL,1475335105
HR69D8136,24 Ft XL,1334434825
NL01K9443,32 Ft XXL,1.41376E+18
HR38AA3701,32 Ft XL,2770325237
TN12Y7272,32 Ft XL,596902554
NLO1AE3996,32 Ft XXL,1.27493E+18
DD01G9634,32 Ft XL,3032577129
HR55AG4783,32 Ft XL,3298444839
TN39CH0520,22 Ft XL,223488297
KA51AB2404,32 Ft XXL,1.29971E+18
TN18K2962,24 Ft XXL,2264463698
TN42AF0101,22 Ft XL,3748473302
HR38W4919,22 Ft XL,1.30654E+18
TN34AE7872,22 Ft XL,2119942219
RJ32GC2853,32 Ft XXL,1.27493E+18
MH46AR2546,32 Ft XXL,621337450
TN39CM9639,32 Ft XXL,1271043962
KA52A8347,32 Ft XXL,1272545252
KA21A4258,32 Ft XL,1930959888
NL01AC9513,32 Ft XL,1212430308
TN25BL6399,32 Ft XXL,1.35988E+18
KA51AF7669,32 Ft XL,3299064985
PB13BE5266,32 Ft XL,3897150789
UP22AT7166,32 Ft XL,3767671585
UP78BT8501,32 Ft XL,872244056
KA592989,22 Ft XL,3299064985
NL01AD5175,32 Ft XL,1.27493E+18
TS07UE8859,32 Ft XXL,1.27493E+18
HR55AF7921,32 Ft XL,267942975
TN28BC5814,32 Ft XXL,1.29634E+18
TN38CX9664,22 Ft XL,2552185099
UP21BN2166,32 Ft XL,3224124013
HR46F9146,32 Ft XL,3888426839
KA51AK8432,32 Ft XL,1851269370
HR55AE5029,22 Ft XL,1.29856E+18
KA01AF7138,32 Ft XXL,1.35511E+18
NL01AD9808,32 Ft XL,467689229
PB10HV4094,32 Ft XL,3811649588
KA51AG5059,22 Ft XL,3299064985
NL01AA1954,32 Ft XXL,834023770
CH01TB6031,22 Ft XL,1745969408
HR55AA9746,32 Ft XXL,1.34387E+18
DD01G9247,32 Ft XL,1968979984
HR55AK1553,22 Ft XL,1.27493E+18
UK17CA1415,32 Ft XXL,1.31093E+18
HR55AR2558,32 Ft XL,300477655
TN36AE6836,22 Ft XL,3776559602
TN36AF5358,22 Ft XL,3776559602
HR63E4699,32 Ft XL,1.27493E+18
RJ11GB8941,32 Ft XXL,1.27493E+18
HR55AH2109,32 Ft XL,881402851
HR38AA6415,32 Ft XL,1.3069E+18
TN24AF7358,32 Ft XXL,1.29677E+18
MH12MV6050,32 Ft XL,1.27493E+18
HR55AG9382,22 Ft XL,1.27493E+18
TN22DV3322,22 Ft XL,2126928469
MH04KU6734,32 Ft XXL,840650496
TN963828,32 Ft XXL,1.3391E+18
NL01AE9024,32 Ft XL,1.27493E+18
KA51AG4429,32 Ft XL,3299064985
HR55AK5461,32 Ft XL,1590686214
HR47E7033,32 Ft XL,2893806302
UP78FT0411,32 Ft XXL,1.27493E+18
PB11CN7082,22 Ft XL,1745969408
HR63C4634,32 Ft XL,1073877804
MH04JU7968,32 Ft XXL,1.27493E+18
TN85Q3344,32 Ft XXL,1.31421E+18
MH31FC6059,32 Ft XL,2322831403
PB13AR8750,32 Ft XXL,1.27493E+18
UK06CB7215,32 Ft XL,3916571543
GJ01JT2123,32 Ft XL,1.27493E+18
NL01AF1859,32 Ft XXL,2459640882
TS12UD9499,32 Ft XXL Ft XXL,1617854670
HR68B2074,32 Ft XL,2838899538
TS07UE7370,32 Ft XXL,1.27493E+18
TN30BH1671,22 Ft XL,1451860228
RJ02GB1058,32 Ft XXL,3553993300
RJ11GD1371,32 Ft XXL,1583587267
PB13AR8731,32 Ft XXL,1.27493E+18
HR65A2254,32 Ft XXL,3897926231
UP86T3728,32 Ft XL,4112769211
RJ14GK5467,32 Ft XXL,1.27493E+18
RJ18GC9082,32 Ft XL,2153364489
HR55AE0515,32 Ft XXL,1.34095E+18
KA01AH3312,22 Ft XL,1272545252
TS08UF8530,32 Ft XXL,2045484468
HR55X9370,32 Ft XL,3909662790
MH14GD7286,32 Ft XL,1.27493E+18
HR38AC7015,32 Ft XL,4013427852
TN25CA6332,32 Ft XXL,1675771888
HR74B4448,32 Ft XL,3592248843
UK08CA8760,32 Ft XXL,1.28849E+18
KA51AH1941,32 Ft XXL,1921332508
TN24AP4237,32 Ft XXL,1.29677E+18
HR38Z0416,32 Ft XXXL,2012073106
NL01Q4672,32 Ft XL,3909662790
KA51AG5109,22 Ft XL,3299064985
BR06GB1702,32 Ft XXL,1535420470
KA52B2793,22 Ft XL,283968129
TS11UC6214,32 Ft XL,1.27493E+18
TN88W9878,32 Ft XL,1.28559E+18
HR55AA9185,32 Ft XL,1.27493E+18
UP21BN7959,32 Ft XXL,559200338
PB13BF6309,32 Ft XL,1.27493E+18
TS11UC6262,32 Ft XL,1.27493E+18
KA51AG1230,22 Ft XL,3257762754
KA01AH9146,32 Ft XL,1.30119E+18
MH04JK1802,22 Ft XL,1.27493E+18
TN39CQ4289,32 Ft XXL,2665763349
MH04JK9649,22 Ft XL,1.29569E+18
KA11B0453,22 Ft XL,2634831524
TN59CL6319,22 Ft XL,1357088269
TN18AM9284,22 Ft XL,311454845
HR38AC2792,32 Ft XL,1431785549
HR69C3002,24 Ft XXL,615687181
TN29BF9864,22 Ft XL,2733120470
UP16CT3757,22 Ft XL,811681233
UP21DT7380,32 Ft XL Ft XL,2365674524
HR38Y8975,22 Ft XL,2584557981
RJ10GA8104,32 Ft XL,1219188435
MH47AS0145,32 Ft XL,1.27493E+18
TN31BF9894,32 Ft XXL,1.39961E+18
UP32CN2229,32 Ft XL,1.27493E+18
HR55Y0407,32 Ft XXL,1.34095E+18
HR69C9331,24 Ft XXL,615687181
TN39CA6021,32 Ft XXL,1271043962
HR55AB3851,32 Ft XL,1050607055
MH46BB9448,32 Ft XL,1.27493E+18
TG12T3999,32 Ft XXL Ft XXL,1617854670
HR38AE9428,32 Ft XL,346898820
TN34A3319,32 Ft XXL,1201248368
HR55AJ7828,22 Ft XL,818100544
PB11CF9718,32 Ft XXL,1.2979E+18
HR55X0136,32 Ft XXL,1.27493E+18
HR55AR2404,32 Ft XL,300477655
KA51AG1139,32 Ft XXL,213010307
DD01E9899,32 Ft XL,594312690
NL01AD1004,32 Ft XL,1.27493E+18
MH20DE6378,32 Ft XXL,1.27493E+18
PB13BE6976,32 Ft XL,101343703
MH40BG9094,32 Ft XXL,3894161761
BR03GB4882,32 Ft XXL,2158874376
HR74B9649,32 Ft XL,3592248843
HR38Y1947,22 Ft XL,1.27493E+18
PB07AS8929,32 Ft XXL,2459280085
HR55Y0404,32 Ft XXL,1.34095E+18
HR38AB7242,32 Ft XL,2563933293
HR55AA1119,32 Ft XL,1.27493E+18
BR03GB4880,32 Ft XXL,2158874376
HR62A2913,24 Ft XXL,1425345942
TS07UE7309,32 Ft XXL,1.27493E+18
TN37DY2684,32 Ft XXL,1271043962
HR55AK4468,22 Ft XL,1.27493E+18
HR38X2666,32 Ft XXL,2914491082
UP25DT0526,32 Ft XXL,309125986
HR55AA8001,32 Ft XL,1.27493E+18
MH43BP4998,20 Ft XL,1362167283
UP21BN9199,32 Ft XXL,1473596282
HR55W0772,32 Ft XL,1.27493E+18
HR47D3906,32 Ft XL,2463724394
TN52M3477,32 Ft XXL,1.28958E+18
TN24AQ6347,32 Ft XXL,1.29677E+18
UP75AT3026,30 Ft DXL Ft DXL,3836262919
PB13AR8217,32 Ft XXL,1.27493E+18
MH04HY4357,20 Ft XL,3314012324
HR55U5974,22 Ft XL,818100544
HR47D8225,32 Ft XL,692274550
HR55AH5959,32 Ft XXL,267942975
MH04HY9298,32 Ft XXL,1.27493E+18
NL01L9536,32 Ft XXL,1.41376E+18
TS07UF0397,32 Ft XXL,1.28373E+18
HR38AC9161,32 Ft XL,737616675
HR55AA1399,32 Ft XL,1.27493E+18
PB13AR8708,32 Ft XXL,1.27493E+18
NL01N1249,32 Ft XL,1492360372
NL01N7624,32 Ft XL,1689692328
HR55AT5607,32 Ft XL,2605562883
HR55V5822,32 Ft XL,3425071364
PB65AX4750,32 Ft XL,1492360372
RJ32GB9938,32 Ft XL,1.27493E+18
NL01AB2052,32 Ft XXL,1675607123
KA51A7703,32 Ft XXL,1.27493E+18
HR38Y3788,22 Ft XL,1.27493E+18
NL01AF1040,32 Ft XL,1.27493E+18
HR55AC0559,32 Ft XXL,1782813852
HR55X7831,32 Ft XXL,267942975
KA52A7061,32 Ft XL,1127926498
KA53AB2576,32 Ft XL,3073368300
NL01AD7100,32 Ft XL,1.27493E+18
NL01AF1064,32 Ft XL,1.27493E+18
HR55X4736,32 Ft XL,399978
TN01AY1235,32 Ft XL,1844041512
HR38Y9713,32 Ft XXL,1.27493E+18
TN24AX5654,22 Ft XL,1800445944
MH04LE9093,22 Ft XXL,2882869930
NL01AD0855,32 Ft XXL,1.27493E+18
MH04HY0622,32 Ft XXL,1.27493E+18
MH04HY9312,32 Ft XXL,1.27493E+18
HR38Z1606,32 Ft XL,3088743943
RJ32GD3791,32 Ft XL,2422144223
MH04JK2304,32 Ft XXL,1.27493E+18
RJ11GB8878,32 Ft XXL,2762495559
NL01AE1040,32 Ft XL,1.27493E+18
MH04HY9301,32 Ft XXL,1.27493E+18
HR55AH9405,32 Ft XXL,1.27493E+18
NL01AD8333,32 Ft XXL,1146569996
GJ27TT1021,32 Ft XXL,4246959960
TS08UB2207,32 Ft XXL,1.27493E+18
HR55X5309,32 Ft XL,399978
NL01AD4833,32 Ft XL,1.27493E+18
NL01AD3175,32 Ft XL,1.27493E+18
HR55AR0304,32 Ft XXL,1.27493E+18
TS08UH7277,32 Ft XXL,4120447629
TN58AU8433,32 Ft XXL,1.27493E+18
KA01AG6428,32 Ft XXL,1860472483
TN52J9661,32 Ft XXL,1.27493E+18
RJ40GA4685,32 Ft XXL,1.29422E+18
HR38AC6078,32 Ft XL,1431785549
NL01AE2510,32 Ft XL,1.27493E+18
TS08UH7399,32 Ft XXL,4120447629
TS07UK5129,32 Ft XXL Ft XXL,3829683448
HR63C0997,32 Ft XL,3897150789
NL01AF1885,32 Ft XL,4112769211
TS08UJ3046,32 Ft XL,1844971933
MH28BB2065,32 Ft XXL,3566948945
TN40D9543,32 Ft XXL,1115169021
PB13AR0390,32 Ft XXL,1.27493E+18
HR38W2419,32 Ft XL,1.27493E+18
RJ10GB1437,32 Ft XXL,1617854670
RJ23GB3280,32 Ft XL,3955957614
HR55AA2997,32 Ft XL,1.27493E+18
AP07TH6429,24 Ft XXL,3922218248
TN58AQ9733,32 Ft XXL,1.27493E+18
PB11CL5344,32 Ft XXL,3170897108
NL01Q4670,32 Ft XL,3909662790
TN58AL4392,32 Ft XXL,1.27493E+18
NL01N7627,32 Ft XL,1689692328
HR39E5938,22 Ft XL,903223409
MH04KU8818,20 Ft XL,4191919732
HR55AL9470,32 Ft XL,1.27493E+18
TN70AJ3591,22 Ft XL,1012886214
MH20EG4300,32 Ft XL,3146067147
NL01AD5089,32 Ft XL,1.27493E+18
NL01AA7288,32 Ft XL,1.27493E+18
TN28BF9488,32 Ft XXL,1.37437E+18
HR55K8116,32 Ft XL,1.27493E+18
UP78CN5481,32 Ft XL,3251962340
PB13AR8202,32 Ft XXL,1.27493E+18
DL01GC5380,32 Ft XXL,22961289
HR55AA2206,32 Ft XXL,1.27493E+18
TN52J0130,32 Ft XL,626256173
TN39CW2359,22 Ft XL,3946541699
PB03BE6667,22 Ft XL,2113528226
HR55U1525,32 Ft XXL,654892275
MH16AY3169,32 Ft XXL,1.27493E+18
RJ11GD0723,32 Ft XL,148704376
HR55AA9624,32 Ft XXL,1.30222E+18
PB13AR4735,32 Ft XXL,1.27493E+18
NL01AB5676,32 Ft XXL,1.33853E+18
TN54U5731,22 Ft XL,4057848633
TS08UJ0431,32 Ft XXL,1844971933
HR55X8842,32 Ft XXL,1.27493E+18
TN04AV5126,32 Ft XL,1.27493E+18
TS08UF8182,32 Ft XXL,1.28373E+18
NL01AD6802,32 Ft XL,1.27493E+18
PB13AW5059,32 Ft XXL,1.27493E+18
UP78DN4871,32 Ft XL,872244056
TS07UE7100,32 Ft XXL,1.27493E+18
TN02BL8131,22 Ft XL,170825256
TN28BH1839,32 Ft XXL,2909165667
UK06CB7444,32 Ft XL,1.27493E+18
HR66B7900,32 Ft XXL,2293979963
TN90A5071,32 Ft XXL,1.36374E+18
KA01AJ0030,32 Ft XL,1.28381E+18
KA02AJ0452,20 Ft XL,2599416039
NL01AD4927,32 Ft XL,674679096
MH12SF7812,32 Ft XXL,1.27493E+18
KA52B1480,32 Ft XL,3425071364
NL01AG0966,32 Ft XXL,1111699978
TS08UB4217,32 Ft XXL,1.27493E+18
RJ14GQ3509,32 Ft XL,3490423401
KA52B2587,32 Ft XL,1957196680
TN18AY9433,22 Ft XL,4141503092
PB13BC8845,32 Ft XXL,1.27493E+18
NL01AC1862,32 Ft XXL,1.27499E+18
HR38AB5867,32 Ft XL,1982572239
TN93E3558,32 Ft XL,2573035770
TN15MD4073,20 Ft XL,3028745086
RJ14GK7253,32 Ft XXL,1.30839E+18
RJ32GC3757,32 Ft XL,2569825664
HR55AK6658,32 Ft XXL,1.32428E+18
NL01AD1007,32 Ft XL,1.27493E+18
RJ09GB9453,32 Ft XXL,1.30222E+18
HR55AK1623,22 Ft XL,818100544
NLO1AD6044,32 Ft XL,1980459104
PB13AW6760,32 Ft XXL,1.27493E+18
TN12AQ5303,32 Ft XL,1980459104
NL01N1814,32 Ft XL,1925483557
KA567259,32 Ft XXL,75202623
TN46AA4000,22 Ft XL,485057411
NL01AG7326,36 Ft XXXL,533252639
RJ14GJ9856,32 Ft XXL,1.30222E+18
PB13BE2479,32 Ft XXL,1.27493E+18
HR47D9525,32 Ft XXL,4004548899
TN88H6692,32 Ft XXL,630446376
HR55AC1809,32 Ft XXL,1.34095E+18
TN12AE5482,32 Ft XL,1.28559E+18
NL01AE1233,32 Ft XXL,1.31636E+18
MH04JU0829,32 Ft XL,4208750778
NL01AB3051,32 Ft XL,1.27493E+18
TN12R7489,32 Ft XXL,1844041512
HR55AM3251,22 Ft XL,1124239491
HR38U5278,32 Ft XL,3234021392
KA52B2708,32 Ft XL,1957196680
TN02BS5083,17 Ft XL,2577316072
RJ39GA1695,24 Ft XXL,2557011631
HR55AG4021,32 Ft XL,586056444
TN70B7155,22 Ft XL,4181542896
TN19AL0235,32 Ft XL,4094944893
TN58AM0628,22 Ft XL,1.27493E+18
TN14T5055,32 Ft XXL,1.3135E+18
MH47Y5793,32 Ft XXL,1.27493E+18
HR55K1731,32 Ft XXL,1.37788E+18
NL01AF1626,32 Ft XL,1590686214
UP21CT0016,32 Ft XL,1.27493E+18
NL01N1467,32 Ft XXL,1.33853E+18
HR55AK3527,22 Ft XL,818100544
NL01AG2914,32 Ft XL,3731347356
PB13AR8706,32 Ft XXL,1.27493E+18
NL01AD6046,32 Ft XL,1980459104
HR47C3257,32 Ft XXL,2198632009
HR55AG0260,32 Ft XXL,1.32428E+18
TN66R3862,22 Ft XL,3970541655
UK06CB4343,32 Ft XXL,309125986
TS07UG6875,32 Ft XXL Ft XXL,3829683448
HR55W0477,32 Ft XXL,1550891599
TS07UN4011,32 Ft XXL Ft XXL,3829683448
MH04HY3105,32 Ft XL,2480493238
KA51AD5850,32 Ft XXL,1.27493E+18
NL01N1215,32 Ft XXL,1355641096
KA52B0975,32 Ft XL,1957196680
PB13AW6656,32 Ft XXL,1.27493E+18
UP75AT1887,32 Ft XL,2360365881
HR39D7171,32 Ft XXL,1364034020
PB13AW6662,32 Ft XXL,1.27493E+18
TN39CE7580,32 Ft XXL,3300111432
TN34L9679,32 Ft XXL,1.30146E+18
KA52B2712,32 Ft XL,1957196680
NL01A2421,32 Ft XXL,1.27493E+18
PB13AR4734,32 Ft XXL,1.27493E+18
RJ14GN1621,32 Ft XL,805447376
TN12J0600,32 Ft XXL,1.36556E+18
TN87A1189,32 Ft XXL,1378265085
NL01AE8321,32 Ft XXL,1.33853E+18
TN90D5342,32 Ft XXL,1.28274E+18
TN52H7092,32 Ft XXL,1.3083E+18
HR55S4845,22 Ft DXL,2479052158
RJO7GC8102,32 Ft XXXL,59712174
TN19AA8974,20 Ft XL,3085338383
NL01AF2869,32 Ft XL,17667683
PB13BB2199,32 Ft XL,2498711935
KL11BY5469,22 Ft XXL,3818799175
HR38X2157,34 Ft XL,2335357181
UP21CN7541,32 Ft XXL,1115169021
TS07UE8700,32 Ft XXL,1.27493E+18
MH04JU3107,32 Ft XXL,3154102809
HR46E9093,32 Ft XXL,3703984338
NL01AD9507,32 Ft XL,1212430308
KA52B0895,32 Ft XL,1957196680
TN12AJ3631,22 Ft XL,1.41632E+18
TN05CJ3327,32 Ft XL,23845928
UP24T8007,22 Ft XL,2226062545
RJ11GB7618,32 Ft XL,2733533833
PB13BE5268,32 Ft XL,3897150789
HR55AK4102,22 Ft XL,2716056236
HR38W4731,32 Ft XL,183624329
DL1M6914,22 Ft XL,1.27493E+18
UP13BT1421,32 Ft XXL Ft XXL,2115237033
UP78GN4727,32 Ft XXL,3053775769
HR55U4464,32 Ft XXL,2921031696
RJ14GH3636,32 Ft XL,1.34607E+18
HR38W5476,32 Ft XL,1317484428
MH15HH8006,32 Ft XL,34139860
KA01AB2581,32 Ft XXL,1278614766
HR55AF6140,32 Ft XL,1.36489E+18
TSO8UH1896,32 Ft XL,2577326051
TN52J0147,32 Ft XXL,626256173
HR47D3247,32 Ft XL,766797370
TN58BE3685,22 Ft XL,1338342212
NL01AE7993,32 Ft XXL,1.37502E+18
TN34AE7452,22 Ft XL,2324735096
UP16HT9519,20 Ft XL,2226737947
MH12LT3735,32 Ft XXL,1.33848E+18
KA02AE5800,32 Ft XXL,1.29971E+18
TN20CK8660,22 Ft XL,1019367210
TN38CT2966,22 Ft XL,3970541655
TN34AB4371,32 Ft XXL,4152150427
RJ32GC2563,32 Ft XXL,1960149178
HR55AK3002,32 Ft XXL,1.32428E+18
KA51AA6267,22 Ft XL,1974080254
TN06U3508,32 Ft XXL,1019367210
KA02AE1593,22 Ft XL,3970541655
TN28BH0573,32 Ft XXL,1341137421
KA01AK3036,32 Ft XL,362513962
KA01AM1190,32 Ft XXL,1.30614E+18
UP78CT2681,32 Ft XL,3251962340
TSO8UJ1498,32 Ft XXL,1844971933
MH11DD9646,20 Ft XL,1839097813
MP04HE5433,32 Ft XXL,1.34387E+18
PB13AR4737,32 Ft XXL,1.27493E+18
HR38X6083,32 Ft XL,3295829958
RJ10GB5075,32 Ft XXL,1795786993
NL01AE8724,32 Ft XXL,925947480
TS07UG4091,32 Ft XXL Ft XXL,1704051195
KA51D6374,32 Ft XXL,1980459104
RJ11GC0042,32 Ft XXL,1.27493E+18
NL01AG7328,36 Ft XXXL,533252639
RJ11GB8942,32 Ft XXL,1.27493E+18
