reg_no,length,owner_uuid
TN73Q4399,32 Ft XXL,2166482742
HR55AT2527,32 Ft XL,204606172
KA53AA8007,32 Ft XL,1.27493E+18
MH04JK0560,20 Ft XL,859974101
MH04HD8801,32 Ft XXL,325838392
HR55AN8347,22 Ft XL,3240907532
UP78CT9013,20 Ft XL,2069124165
MH04JU2615,32 Ft XXL,3879880759
RJ18GC8777,32 Ft XL,2586781197
HP93A7654,24 Ft XXL,605175193
HR38AE7856,32 Ft XL,1995526937
MH46BB6561,32 Ft XXL,712418492
MH24AU8158,20 Ft XL,609750096
TN37EZ7979,20 Ft XL,1304417207
NL01AG5145,32 Ft XL,2903670965
GJ03BY8907,32 Ft XL,2651560669
HR55AK2337,32 Ft XXL,1482464153
RJ14GQ1866,32 Ft XL,1.27493E+18
HR61D5260,20 Ft XL,3035691761
HR38AD3279,32 Ft XXL,4203907520
MH43BX7367,32 Ft XL,1.37249E+18
RJ18GB5596,32 Ft XXL,3574490336
TN88H6064,32 Ft XL,1.287E+18
KA51AH9656,20 Ft XL,1788446187
NL01AE8691,32 Ft XXL,1.27493E+18
NL01AE7023,32 Ft XXL,1.29422E+18
MH01DR1369,20 Ft XL,2323359849
UP78CT0277,32 Ft XXL,710281795
UP53GT9398,32 Ft XL,3914731708
RJ47GA3527,40 Ft DXL,4255940877
MH22AN3755,32 Ft XXL,3950298838
HR55AF1677,30 Ft XXL,2845904092
HR55AL2943,32 Ft XL,2023278004
MH05EL2967,32 Ft XL,2219697164
NL01AG1618,32 Ft XL,1038921782
TN88H9536,32 Ft XL,2672088652
TN88K4977,32 Ft XXXL,1579060235
MH40CT1034,32 Ft XXL,761325456
MH46BF7050,32 Ft XL,4155638782
KA51AH1119,20 Ft XL,2192548172
RJ11GC3995,32 Ft XXL,1353124679
NL01AF8333,32 Ft XXL,2638422073
HR38U5179,34 Ft XL,1874062980
MH43BX7826,20 Ft XL,3927992790
NL01AB4318,32 Ft XXL,2459640882
HR55AJ0633,32 Ft XXL,1.27493E+18
RJ14GH4883,32 Ft XXL,3615047490
HR61C5055,20 Ft XL,2449292413
OD11P2627,32 Ft XXL,560318007
HR55AD1227,32 Ft XL,1.36953E+18
HR38AA6072,32 Ft XL,1200752148
TN28BH3190,32 Ft XXL,3908210485
MH04LY9016,32 Ft XXL,3933117663
HR55AK6259,20 Ft XL,306808731
HR55AN2321,32 Ft XL,2023278004
HR55AK8235,20 Ft XL,25443168
UP75AT9415,34 Ft XL,2545408207
HR847838,32 Ft XL,4289047710
HR74A8815,32 Ft XXL,1790840599
GJ27TF4181,34 Ft XL,1875281957
MH04JK1775,32 Ft XXL,1.37247E+18
HR55AK3092,32 Ft XL,1982572239
HR38AC4764,34 Ft XL,3117296538
GJ06BT6200,34 Ft XL,104156937
HR38AA2864,32 Ft XL,3646104169
KA04AC6793,22 Ft XXL,3964162150
NL01N7448,32 Ft XXL,1168052891
MH46AR7542,32 Ft XL,3178848370
WB05A3441,32 Ft XXL,1080031028
HR55S9941,32 Ft XXL,2062614801
NL01AF1840,32 Ft XXL,3194110022
CH01TB6532,32 Ft XXL,2838899538
HR55AL2225,22 Ft XL,3693967299
HR55AL3084,32 Ft XL,1933894296
DL1MA7645,20 Ft XL,4093642513
MH13CU1622,30 Ft XL,3017509639
NL01AG6314,32 Ft XXXL,1080800009
KA01AM5269,24 Ft XL,3299064985
MH05EL6509,32 Ft XXL,254086554
HR55AR6661,32 Ft XL,2766089958
WB05A1657,32 Ft XL,1080031028
HR39C8115,32 Ft XL,2493192888
WB11F4265,32 Ft XXL,3746169806
KA32C3094,24 Ft DXL,3954209148
KA52A9445,20 Ft XL,773382346
NL01AG7962,32 Ft XL,949846854
HR69B9859,40 Ft DXL,3504217824
RJ47GA3529,36 Ft XXXL,4255940877
DD01J9378,32 Ft XXL,4291807038
HR55AN0239,32 Ft XXL,4112769211
RJ14GN8216,32 Ft XL,1645396204
HR55AK9210,32 Ft XXL,1.27493E+18
TN28BM4725,32 Ft XXL,368904682
DD01G9891,32 Ft XL,3032577129
TN23AK8287,20 Ft XL,1908930337
MH14JP8499,32 Ft XL,589546240
TN25BW6178,32 Ft XL,1.27493E+18
GJ01ET9523,32 Ft XXL,2770185015
NL01AB5457,32 Ft XXL,4065038712
HR38AD0830,32 Ft XXL,782744564
MH04KU7973,20 Ft XL,3671323995
RJ07GD9018,22 Ft XXL,4292711585
UP72BT1368,32 Ft XXL,3613680653
MH14HU8611,32 Ft XXL,508365964
MH04LQ6895,32 Ft XL,1894903865
HR46F6914,32 Ft XL,3888426839
TN11AJ2073,32 Ft XL,131893137
RJ32GD0788,32 Ft XL,717107948
TN45CY4421,20 Ft XL,2996070976
GJ12BY3920,40 Ft DXL,3106825274
HR38AE5270,34 Ft XL,2858977521
HR38X2359,32 Ft XL,1.27493E+18
WB05A3439,32 Ft XXL,1080031028
HR66B3803,32 Ft XXL,900404511
MH04GR6587,32 Ft XXL,275947728
MH04LE1905,20 Ft XL,1780542669
TN88L1692,32 Ft XXL,2888086694
MH04HD4161,22 Ft XL,242377121
TN30CU7943,32 Ft XXL,2636212601
HR47E7249,32 Ft XL,1987930042
HR846095,32 Ft XL,2637637250
RJ32GC9071,32 Ft XL,671494097
HR55AH5404,32 Ft XL,3829863930
HR55AU3277,32 Ft XL,3556676147
HR55AL5325,32 Ft XL,2971335053
NL01AF6808,32 Ft XL,1.27493E+18
HR55AK3111,22 Ft XL,2345315178
RJ14GJ1303,40 Ft DXL,1919260655
HR55AF6364,32 Ft XL,267942975
HR55AE1635,32 Ft XL,2512967465
PB02EG7873,32 Ft XXL,1085769620
RJ52GA8736,32 Ft XL,3811649588
RJ47GA6336,40 Ft DXL,4255940877
RJ52GB1050,32 Ft XXL,3032333235
HR55AF3077,32 Ft XXL,3648094054
HR55AN0729,32 Ft XL,4112769211
MH05DK1201,32 Ft XXL,2802680250
MH46BU5306,32 Ft XL,3823797128
RJ14GQ8959,32 Ft XL,1038921782
RJ11GB9559,32 Ft XXL,1827468929
HR47C8087,32 Ft XL,3117739931
RJ10GB6762,32 Ft XL,1806535522
HR74B7520,32 Ft XXL,2601963471
HR55AP5075,32 Ft XXL,3234395569
MH04JK4231,32 Ft XL,1.27493E+18
RJ14GP0930,32 Ft XXL,1076339860
HP38F8974,32 Ft XL,2658450791
UP21CT3731,40 Ft DXL,3504217824
HR38AF9903,32 Ft XL,1036038890
MH04LQ2409,32 Ft XL,2545997179
HR56B1211,22 Ft XXL,4054774721
HR38Y7453,32 Ft XL,1806953019
HR66B5448,32 Ft XXL,840849000
TN37DA8764,20 Ft XL,1975671423
TN88L2792,32 Ft XXL,551816933
MH04HD2283,30 Ft XXL,4279831489
KA52B2009,22 Ft XL,3141194182
MH04KF7593,22 Ft XL,3045574443
HR58C2318,30 Ft DXL Ft DXL,2115237033
TN39CM6927,32 Ft XXL,1312282199
KA02AJ4821,32 Ft XL,3550585258
HR55AM2483,32 Ft XXL,2148477730
DL1MB2009,22 Ft XL,1728887769
HR58C7377,30 Ft DXL,2115237033
HR842636,32 Ft XXL,4122073968
RJ02GC6121,32 Ft XXL,3202025075
KA01AK2508,32 Ft XXL,2017158087
TN88L1264,32 Ft XXL,1810167496
HR38AC1368,22 Ft XL,989892657
MH04HD2950,20 Ft XL,1400814806
NL01AC8748,32 Ft XXL,2421623101
HR55U7998,32 Ft XXL,782744564
NL01AG7905,36 Ft XXXL,533252639
HR55AR6754,22 Ft XL,1407645707
HR37D3070,30 Ft DXL,3518046265
MH04LE3840,20 Ft XL,3456233110
RJ09GD7546,32 Ft XL,1197936709
HR47D8615,32 Ft XL,2893806302
TN28BL2139,32 Ft XL,1.37437E+18
TS07UP2058,32 Ft XXL Ft XXL,2904170378
MH04KU5913,32 Ft XL,795547115
RJ32GC9072,32 Ft XL,671494097
DD01J9808,34 Ft XL,3728681061
TN32BA2887,20 Ft XL,1908930337
HR55W4754,32 Ft XL,3187139634
HR55AC6652,32 Ft XXL,2072286350
TN34MB0815,32 Ft XXL,3590451473
HR55AM1211,32 Ft XL,3672102456
NL01AH8799,30 Ft DXL,1650955566
WB05A3672,32 Ft XXL,1080031028
TN52M9732,32 Ft XXL,2463131370
HR47D9248,32 Ft XL,1846249468
MH43BP6241,32 Ft XXL,1.37249E+18
HR55AL9251,32 Ft XXL,1.27493E+18
CH01TB1899,32 Ft XXL,2838899538
HR38AE9420,32 Ft XL,2858977521
MH14HG5067,32 Ft XL,2064387567
KA52A2521,32 Ft XXL Ft XXL,2529079424
RJ52GA6477,40 Ft DXL,1452426174
HR73B4725,20 Ft XL,1952605252
HR55V0072,32 Ft XL,1.27493E+18
BR02GB3315,30 Ft DXL,3401821785
NL01AF9893,32 Ft XL,3731347356
KA01AJ3441,32 Ft XL,727275022
TN22DW1280,32 Ft XL,1845246440
MH43BG9383,32 Ft XXL,104415644
KA568354,32 Ft XXL Ft XXL,3685577842
NL01AB2444,32 Ft XXL,1.27493E+18
TN28BD2161,32 Ft XXL,1.3391E+18
DD01P9522,32 Ft XXL,2039193497
RJ52GA7083,32 Ft XXL,4005448948
MH14EM9378,32 Ft XXL,2671813342
KA01AJ1902,32 Ft XL,727275022
RJ14GN2533,32 Ft XL,3261373768
UP78CT1281,32 Ft XL,3251962340
GJ27TD9653,32 Ft XXL,3310019958
TN52AB2788,32 Ft XXL,1.27493E+18
HR55AF6577,32 Ft XXL,1.34095E+18
KA02AH2642,32 Ft XL,1.29971E+18
NL01AG5585,32 Ft XL,2914938575
MH04LE6482,20 Ft XL,1948415324
HR55AK2645,22 Ft XL,3251427046
NL01AE7914,32 Ft XXL,1.27493E+18
MH04LQ0826,32 Ft XL,2545997179
GJ36V6571,32 Ft XL,2791720922
GJ12BY6951,40 Ft DXL,361831879
DL1MA9281,22 Ft XL,1728887769
TN39CU4830,20 Ft XL,2859734248
HR47E7742,32 Ft XL,1116160635
HR55AR9180,32 Ft XL,3951664672
HR47C3040,32 Ft XL,3117739931
MH01DR2216,32 Ft XL,2526486597
NL01N9321,32 Ft XXL,879719268
TN18BJ7770,20 Ft XL,1979615900
NL01AG8656,32 Ft XL,3366441845
HR38V9305,34 Ft XL,3893606305
HR47E1996,20 Ft XL Ft XL,602294473
MH04JK8781,20 Ft XL,3413902153
RJ32GD4619,32 Ft XL,1404165871
TN52AD4088,32 Ft XXL,1.37286E+18
GJ21W3810,32 Ft XXXL,2780012034
KA51AC9570,32 Ft XXL,857428917
HR38AC2961,34 Ft XL,3893606305
HR47F7734,22 Ft XL,1832643739
HR74B5066,32 Ft XXL,2265053414
MH16CA0565,32 Ft XXL,4287043369
GJ01HT1388,32 Ft XL,2571005689
NL01AE8388,32 Ft XXL,836748842
GJ12BV8930,40 Ft DXL,3369739658
HR55AK1990,22 Ft XL,1.27493E+18
TN75BB6715,20 Ft XL,1908930337
RJ32GC9150,32 Ft XL,356233306
TN14D7768,20 Ft XL,1245280875
TN88AY0078,32 Ft XXL Ft XXL,1029214911
MH43CE0538,20 Ft XL,2126873029
HR38AF0538,32 Ft XL,3908165514
TN28BH3865,32 Ft XXL,9273039
NL01AC0390,32 Ft XXL,1.27493E+18
MH04JK9671,20 Ft XL,2138596688
TN88K3126,32 Ft XXL,3821008100
HR38AC5645,32 Ft XL,1599883026
RJ32GD4430,32 Ft XL,1993271565
WB05A3550,32 Ft XXL,1080031028
TN16D9069,32 Ft XXL,3004704070
TN88AZ6697,32 Ft XXL,4290163489
GJ07YZ7735,32 Ft XL,133396775
MH46AR7918,32 Ft XL,960632885
HR55AM9019,22 Ft XL,20079860
MH04LQ8063,22 Ft XL,2845067733
RJ14GR5076,32 Ft XL,2193026071
MH43CE4651,32 Ft XL,2126873029
NL01N7444,32 Ft XXL,1168052891
RJ32GC3320,32 Ft XL,3841426374
NL01AE6918,32 Ft XXL,1.27493E+18
TN42AL2305,22 Ft XL,3160051068
HR55AS7737,22 Ft XL,1768193902
MH46CL8058,32 Ft XL,3823797128
RJ32GC3579,24 Ft XXL,1629450501
TN37DC8185,32 Ft XXL,1711065275
HR55AN0576,22 Ft XL,3096850401
NL01AF1396,32 Ft XL,4242867162
UP47T3369,26 Ft DXL,3504217824
NL01AG5689,32 Ft XL,3914731708
NL01AG2287,32 Ft XL,3731347356
HR55AL8558,32 Ft XL,3160752292
TN52L6140,32 Ft XXL,1.37286E+18
MH43BX3215,32 Ft XXL,1.37249E+18
HR61C3946,32 Ft XL,7946147
KA52B3967,20 Ft XL,692822142
TN42AL1794,34 Ft XXL,1.29133E+18
MH40CT1068,32 Ft XXL,761325456
RJ11GD1092,32 Ft XXL,4192907165
MH43BP6355,32 Ft XL,1.37249E+18
HR55U3817,32 Ft XXL,1.27493E+18
TN36BS6241,32 Ft XXL,12546475
GJ12BY5950,32 Ft XXL,1606375866
HR58E7420,32 Ft XL,3148346367
DD01L9347,32 Ft XL,1.27493E+18
KA02AF8991,32 Ft XXL,1473552572
HR38AE3486,32 Ft XXL,782744564
HR55AH7152,32 Ft XXL,769874695
HR55AF6977,32 Ft XXL,3648094054
KA06AC1754,32 Ft XXL,123305063
KA52B6178,32 Ft XXL,2875110714
KA52B8198,22 Ft XL,2154408635
TN88J0382,32 Ft XXL,921080138
NL01AG4119,32 Ft XL,1.27493E+18
BR06GE2690,32 Ft XL,1675607123
TG07U6387,32 Ft XXL,973970333
MP09HH2952,32 Ft XXL,877707086
HR55AL3599,14 Ft XL,3654861895
KA39A1935,32 Ft XXL,2768506079
RJ14GP8418,32 Ft XL,3310646587
TN88L6188,32 Ft XXL,198198050
TN34AJ7088,32 Ft XXL,2482612884
MH46AR0049,32 Ft XXL,3823797128
UP32LN1322,40 Ft DXL,2818151988
TN52AA2370,32 Ft XL,1.32425E+18
MH04LY3237,32 Ft XXL,973970333
TN39CR9231,32 Ft XL,1271043962
UP50CT1330,26 Ft DXL,3504217824
HR38AD4540,32 Ft XL,292837692
HR47D5777,32 Ft XL,3358038716
MH04LQ2420,32 Ft XL,2545997179
TN42AD5297,32 Ft XL,1.27493E+18
KA52B4173,20 Ft XL,1036715360
HR45D8506,26 Ft DXL,3504217824
TN42AF0066,22 Ft XL,3748473302
MH04LQ7607,32 Ft XL,573747521
HR38AD4345,32 Ft XL,205207940
HR55AL3230,32 Ft XXL,1.27493E+18
DN09V9350,32 Ft XXL,1894915495
HR47G5755,20 Ft XL,3962999715
NL01AC0324,32 Ft XXL,674609754
MH12LT4053,32 Ft XL,2938149582
DD01C9347,22 Ft XL,2466654178
MH04GC8289,32 Ft XL,4045897604
UP13AT3131,32 Ft XL,1310073092
BR06GE0352,32 Ft XL,1675607123
NL01AG3200,32 Ft XL,2254802433
HR38X3509,32 Ft XL,191202966
WB05A2742,32 Ft XL,1080031028
RJ14GN4276,32 Ft XXXL,2492278967
TN37DA6538,22 Ft XL,1.27493E+18
WB11D1879,32 Ft XL,2058958247
KA51D8076,32 Ft XXL,2451833745
MH46BB7750,20 Ft XL,1261369310
HR55AE8982,32 Ft XXL,3234395569
HR47F4641,32 Ft XL Ft XL,2671885769
MH04KF0613,20 Ft XL,2035740689
DN09R9225,32 Ft XL,172906540
NL01AF7789,32 Ft XL,154705261
KA565780,32 Ft XXL,2787015569
TN52H1938,32 Ft XXL,3908210485
RJ14GK7138,32 Ft XXL,2783829460
MH01DR4231,32 Ft XXL,1982357314
RJ27GC9977,32 Ft XXL,1253470403
KA01AM1624,20 Ft XL,1.28381E+18
HR47G2230,20 Ft XL,3962999715
KA51AK3214,32 Ft XXL,154705261
HR55AJ2166,24 Ft XXL,1.27493E+18
KA52B5387,20 Ft XL,1.27493E+18
NL01AD6498,32 Ft XL,3117739931
TN973318,32 Ft XL,1.27493E+18
WB05A1463,32 Ft XL,1080031028
GJ02AT2267,22 Ft XL,1620241690
HR55AJ5442,32 Ft XL,1.27493E+18
MH04KU6912,32 Ft XL,795547115
RJ23GC4964,32 Ft XL,1589949753
GJ12BX6810,40 Ft DXL,1608917745
MH14JL9474,32 Ft XL,1.27493E+18
MH04HY3511,32 Ft XL,1390110791
TN85S1598,20 Ft XL,3201071426
TS12UE1999,32 Ft XXL,1617854670
MH04JK3841,32 Ft XL,2564900610
HR61E6378,32 Ft XXL,61312229
RJ09GD9969,30 Ft XXL,3310019958
MH04LQ6800,34 Ft XL,4221165764
TN13AB0714,20 Ft XL,2890639981
TN41AR8510,32 Ft XXL,12546475
RJ07GC0058,32 Ft XXL,1297437708
KA52B5375,32 Ft XL,2741874244
MH15EG9585,32 Ft XL,2233609606
MH12SX8966,34 Ft XL,2066449745
HR38W8169,32 Ft XL,2897610068
MH04KF1944,20 Ft XL,3013601887
RJ11GD0727,32 Ft XL,148704376
TN52H6313,32 Ft XXL,2156055286
TN28BF8293,32 Ft XXL,2293179056
TG07U6381,32 Ft XXL,973970333
MH43BX0784,32 Ft XXL,1.37249E+18
HR38AA4583,34 Ft XL,3216817949
RJ11GB4161,32 Ft XXL,3282850666
MH46BU3110,32 Ft XXL,2793079243
NL01AB1561,32 Ft XL,1324027201
TS07UM5071,32 Ft XXL Ft XXL,2904170378
BR02GA7926,30 Ft DXL,3401821785
RJ11GB7326,32 Ft XXL,2150598927
HR47F1722,20 Ft XL,3600935676
HR74B1392,32 Ft XXL,1219188435
TN24AZ4829,20 Ft XL,2203611548
KA52A5664,20 Ft XL,773382346
KA02AJ1992,20 Ft XL,692822142
KA51AJ6478,32 Ft XL,593206810
MP07HB2016,32 Ft XXL,427856333
NL01AH2185,32 Ft XXL,154705261
HR55AK3604,32 Ft XL,737029079
MH04LE1918,20 Ft XL,398097778
OD01R9972,32 Ft XXL,2752295236
DL1MA9498,22 Ft XL,3400188970
NL01AG6316,32 Ft XXXL,1080800009
HR55AB1977,32 Ft XXL,1.34095E+18
NL01AG9537,32 Ft XL,3104138433
HR61E1512,32 Ft XL,3787560362
MH04KU7396,22 Ft XL,4143037193
TN19AL7062,32 Ft XXL,387829813
HR67B1259,40 Ft DXL,2177805057
GJ01LT3176,32 Ft XL,3288934788
NL01AG6914,32 Ft XL,1708392131
MH40BL0574,20 Ft XL,364517373
HR38Y7881,32 Ft XL Ft XL,852610321
TN88U9175,32 Ft XXL,998180256
GJ06AX5829,32 Ft XXL,3118177014
DL1MA0440,20 Ft XL,2652787613
HR55AM2392,22 Ft XL,190349727
HR66B7919,32 Ft XXL,4015093222
KA52A5375,24 Ft XXL,1962303682
DL1MA3996,20 Ft XL,63792241
HR47F4442,22 Ft XL,129683675
NL02N1680,32 Ft XXL,690336119
KA52B7206,32 Ft XXL,2966058994
TN88H4030,32 Ft XXL,3588503055
HR66B1565,32 Ft XL,4015093222
WB11D5556,32 Ft XXL,3016067382
RJ32GD2343,32 Ft XL,909601974
MP04GB2482,32 Ft XL,3032577129
TN88K7984,32 Ft XXL,3502410885
HR74B0087,32 Ft XXL,1982548391
MH04LE1966,32 Ft XL,3678859715
NL01AG0019,32 Ft XXL,2638422073
MP09HH1684,32 Ft XXL,3187139634
RJ40GA5308,32 Ft XXL,1009569811
WB05A0376,32 Ft XL,1080031028
NL01AC8845,32 Ft XXL,4188999819
HR47F9828,22 Ft XL,337502529
HR55AU3162,32 Ft XL,1448121970
HR37D2367,23 Ft DXL,3504217824
TN34X5502,24 Ft DXL,722363753
HR55AJ2603,32 Ft XL,1.27493E+18
KA52B6175,32 Ft XXL,2875110714
HP38G7929,32 Ft XXL,1433607359
HR55V2460,32 Ft XL,3117739931
RJ14GN2532,32 Ft XL,3261373768
GJ06AZ1338,32 Ft XL,1121804932
MH43BX2377,32 Ft XXL,1.37249E+18
PB13AR8093,32 Ft XXL,2322689137
HR38V3851,32 Ft XL,3577115531
TN29CC0094,32 Ft XXL,3089520401
RJ14GQ8115,32 Ft XL,1559089821
NL01AA4228,32 Ft XXL,2459640882
HR55AR5822,32 Ft XXL,1.27493E+18
HR47F3484,32 Ft XXL,1.27493E+18
WB05A2541,32 Ft XXL,1080031028
MH14KA6754,32 Ft XL,3893748183
TN52AA3299,32 Ft XXL,1.37286E+18
RJ14GP7186,32 Ft XL,560556789
TN42Q3245,22 Ft XL,1553660681
UP66T7212,32 Ft XXL,3190037914
TN28BF2178,32 Ft XXL,1.27493E+18
MH48CB7278,20 Ft XL,1949856932
HR38AE0583,22 Ft XXL,626384525
TN58AU7697,32 Ft XXL,1.29057E+18
TN52X0645,23 Ft DXL,539730798
TN04AV4289,32 Ft XXL,1539471259
HR55AE5518,32 Ft XXL,1.34095E+18
NL01AF0006,32 Ft XXL,3782098726
TN28BK5406,32 Ft XL,908889887
NL01N3945,32 Ft XL,2861709397
HR61D2935,32 Ft XXL,292659324
TS29TB6869,32 Ft XXL,4112484380
MH46BB6041,20 Ft XL,1323381085
TN64U5108,20 Ft XL,2412190228
TN52K4336,32 Ft XXL,551816933
HR55AC8419,32 Ft XXL,149166325
TN25BZ7021,20 Ft XL,3534123485
KA52B4650,17 Ft XL,3993520811
HR55AK7248,32 Ft XL,2219265497
GJ04AW0720,32 Ft XL,2967857427
KA51AK1827,32 Ft XXL,3189752954
AS01SC2431,32 Ft XXL,1976776873
RJ14GN1023,32 Ft XXL,3300087504
MH04KU1439,20 Ft XL,3388067769
MH46AF9692,32 Ft XL,2321627227
HR55AQ7576,22 Ft XXL,3151132714
HR55AK2709,32 Ft XXL,3234395569
HR38V3793,32 Ft XL,860549727
HR55AJ1959,20 Ft XL,3000356243
KA594355,32 Ft XL,3189752954
NL07AA4061,32 Ft XL,1993271565
KA52B2118,20 Ft XL,3065498193
DD01Q9096,22 Ft XXL,1703106667
GJ03AX5148,32 Ft XXL,1784565714
HR38AE4114,22 Ft XL,1832643739
MH05DK2398,32 Ft XXL,1322482633
HR38AG1718,32 Ft XL,3908165514
HR55AM7027,22 Ft XL,1181632531
MH46CL2367,32 Ft XXL,855402536
NL01AF7063,32 Ft XL,3731347356
HR55AM4541,22 Ft XL,2124614750
TN88H7801,32 Ft XXL,678413933
RJ14GN1478,32 Ft XXL,3509917328
HR74B0955,32 Ft XXL,846957169
MH04HY3005,34 Ft XL,3268018853
DL1MA9137,20 Ft XL,2528076453
RJ11GB6777,32 Ft XXL,3976597424
HR67E5566,32 Ft XXL,1024172855
MH46AR2177,32 Ft XXL,1259620876
MH46CL7154,20 Ft XL,3375205845
MP09HG4643,32 Ft XXL,3706224517
RJ18GA8424,32 Ft XXL,3234395569
TN34MB4820,32 Ft XXL,3590451473
KA52A9612,20 Ft XL,2107713772
KA51AG5779,32 Ft XXL,3892668605
MH46CL9511,32 Ft XXL,3596259537
NL01AE0383,32 Ft XXL,1.27493E+18
NL01AH4708,32 Ft XXL,2638422073
TN38CZ8490,32 Ft XXL,2470078788
RJ32GC4055,32 Ft XXL,1.27493E+18
NL01AF2982,32 Ft XXL,1.27493E+18
RJ10GB6654,32 Ft XXL,1219188435
KA09D5927,32 Ft XXL,1617854670
MH14LL8196,32 Ft XXL,3973082517
KA01AJ1521,32 Ft XL,1930959888
NL01AC9677,32 Ft XXXL,2492278967
TN88J4548,32 Ft XXL,2291163901
NL01AG7176,36 Ft XXXL,2309716914
TN12AL1117,22 Ft XXL,379007591
HR55AK5594,32 Ft XXL,1.27493E+18
HR55AK4238,22 Ft XXL,2778726045
RJ47GA5877,40 Ft DXL,4255940877
MH46AR9088,32 Ft XL,2321627227
KA03AH2584,22 Ft XL,3381983052
MH05EL5602,30 Ft XL,3276563637
KA52B0065,22 Ft XL,1436605487
RJ14GL8804,32 Ft XL,3117296538
TN28BH4308,32 Ft XXL,1.27493E+18
MH24AU8825,32 Ft XL,4201155057
NL01AD8598,32 Ft XXL,3073606796
HR38U4710,32 Ft XL,1317484428
NL01AG5692,32 Ft XL,3914731708
RJ14GL6584,32 Ft XL,809647235
RJ47GA3484,30 Ft DXL,4255940877
DN09U9808,32 Ft XL,23061505
PB11DA8991,30 Ft  Ft ,3364769651
TN52J1852,26 Ft DXL,722363753
RJ11GB9744,32 Ft XXL,1313694764
TN30CU3229,32 Ft XXL,3908998616
TN52AB7244,32 Ft XXL,1.37286E+18
UP72BT8512,32 Ft XXL,3613680653
TN52AA3488,32 Ft XXL,1.37286E+18
RJ18GB4898,32 Ft XXL,1.33805E+18
TN05CJ2926,22 Ft XL,925634741
MH43BP3199,32 Ft XXL,1.37249E+18
DD01J9772,32 Ft XL,1.27493E+18
MH42AQ7877,32 Ft XL,1.27493E+18
NL01AC3848,32 Ft XXL,4064930658
GJ12BZ0537,40 Ft DXL,1199572047
RJ32GC5787,32 Ft XL,630371857
HR74A5888,32 Ft XXL,559712815
TN05CB6201,20 Ft XL,2056925208
GJ01DY8692,32 Ft XL,752912893
TN52AA0033,32 Ft XXL,1.37286E+18
TN39DZ9307,32 Ft XXL,1049853252
HR61D3202,32 Ft XXL,4154186524
RJ11GC8912,32 Ft XXL,2622967493
NL01AB1924,32 Ft XXL,1.27493E+18
KA02AH4523,32 Ft XL,1.29971E+18
HR55AN5575,32 Ft XL,2594083566
HR61C3412,32 Ft XXL,1375975951
MH31FC5260,20 Ft XL,2322831403
UP21CT1365,30 Ft DXL,2261330358
RJ14GR0481,32 Ft XXL,1093938573
HR55AK1228,32 Ft XXL,1482464153
HR38AF6865,32 Ft XL,3908165514
RJ47GA3574,36 Ft XXXL,4255940877
TN88U7099,32 Ft XXL,3145471621
GJ01JT5665,32 Ft XXL Ft XXL,3002944284
HR55AR4261,22 Ft XL,3335861161
MH12VT3386,32 Ft XL,3185182714
RJ14GL5001,32 Ft XXL,21951928
RJ14GN4966,32 Ft XXL,4145909646
NL01AJ1983,32 Ft XL,2247350398
KA51AG9978,32 Ft XXL,4129260956
MH46BB8841,20 Ft XL,1323381085
MH31FC6090,20 Ft XL,2322831403
RJ18GB2159,32 Ft XXL,4232263237
TN29CE8021,32 Ft XXL,3089520401
GJ12BZ9692,34 Ft XXXL,1649101344
HR55AQ1963,32 Ft XL,374678490
HR38AC4648,34 Ft XL,1017497294
HR38AA4958,22 Ft XL,1199079010
MH14EM9984,22 Ft XL,2956987562
RJ09GD9975,32 Ft XXL,3310019958
GJ12BZ0916,40 Ft DXL,1199572047
HR55AM6963,32 Ft XXL,1.27493E+18
RJ11GC3846,32 Ft XXL,48589401
OD11P7307,32 Ft XXL,485855565
MH40AK2339,20 Ft XL,1952465250
BR06GG4463,30 Ft DXL,1650955566
MH12VT1023,34 Ft XL,1280581805
TN39CD6052,32 Ft XXL,1271043962
RJ14GN0165,32 Ft XXL,2522022651
HR55V1967,32 Ft XL,726052560
TN88U9349,32 Ft XXL,2860560941
NL01AF6797,32 Ft XL,1.27493E+18
NL01AJ1107,34 Ft XL,452822025
HR55AQ9787,32 Ft XXL,1.27493E+18
MH04FU6541,32 Ft XL,1253211923
DD01L9424,32 Ft XL,1906887287
KA52B6315,20 Ft XL,2208555751
HR38T3593,32 Ft XXL,680015610
TN34AB1863,32 Ft XL,3536538517
MH43BX3412,22 Ft XXL,1377538525
DL1MA8065,22 Ft XL,3787560362
AS01JC0355,32 Ft XXL,2524529930
HR55AF6077,32 Ft XXL,3648094054
RJ10GA8106,32 Ft XL,1219188435
HR57A0215,32 Ft XL,3811649588
UP86AT0276,22 Ft XXL,361087655
HR61E2715,32 Ft XL,1137992367
KA01AF8051,32 Ft XXL,1930959888
MH46BU6341,20 Ft XL,723912061
RJ32GD0497,32 Ft XL,356233306
HR38AB3077,32 Ft XL,2275596032
RJ14GK8023,32 Ft XXL,3554142728
NL01AE7572,32 Ft XL,206958395
HR55AR3475,20 Ft XL,686997230
HR55AP3149,32 Ft XL,2514232031
RJ14GR3287,32 Ft XL,2193026071
NL01AC5009,32 Ft XXL,744933130
MH43BX7166,20 Ft XL,2126873029
NL01AF1910,32 Ft XXL,3796565763
MH46BB1594,32 Ft XXL,929513233
HR68B1412,32 Ft XL,2838899538
TN73AH5934,20 Ft XL,2958756819
